Выезд к абоненту,
66075,2025-11-01 00:00:00
66075,2026-01-01 00:00:00
66086,2025-11-01 00:00:00
66100,2025-11-01 00:00:00
66175,2025-11-01 00:00:00
66212,2025-11-01 00:00:00
66222,2025-11-01 00:00:00
66228,2025-11-01 00:00:00
66232,2025-11-01 00:00:00
66242,2025-11-01 00:00:00
66246,2025-11-01 00:00:00
66298,2025-11-01 00:00:00
66301,2025-06-01 00:00:00
66321,2025-11-01 00:00:00
66359,2025-11-01 00:00:00
66359,2025-12-01 00:00:00
66375,2025-11-01 00:00:00
66402,2025-11-01 00:00:00
66471,2025-11-01 00:00:00
66475,2025-11-01 00:00:00
66479,2025-11-01 00:00:00
66500,2025-11-01 00:00:00
66515,2025-11-01 00:00:00
66526,2025-11-01 00:00:00
66526,2025-12-01 00:00:00
66560,2026-01-01 00:00:00
66617,2025-11-01 00:00:00
66662,2025-11-01 00:00:00
66663,2025-11-01 00:00:00
66666,2025-11-01 00:00:00
66668,2025-11-01 00:00:00
66693,2026-01-01 00:00:00
66696,2025-11-01 00:00:00
66696,2025-11-01 00:00:00
66774,2025-11-01 00:00:00
66788,2025-11-01 00:00:00
66829,2025-11-01 00:00:00
66855,2025-10-01 00:00:00
66855,2025-11-01 00:00:00
66857,2025-11-01 00:00:00
66902,2025-11-01 00:00:00
66915,2025-11-01 00:00:00
66943,2025-11-01 00:00:00
66967,2025-11-01 00:00:00
66969,2025-11-01 00:00:00
66982,2025-11-01 00:00:00
66986,2025-11-01 00:00:00
66998,2025-11-01 00:00:00
67005,2025-11-01 00:00:00
67037,2025-11-01 00:00:00
67041,2025-11-01 00:00:00
67044,2025-11-01 00:00:00
67075,2025-11-01 00:00:00
67097,2025-11-01 00:00:00
67108,2025-11-01 00:00:00
67128,2025-11-01 00:00:00
67192,2025-11-01 00:00:00
67215,2025-11-01 00:00:00
67215,2025-12-01 00:00:00
67229,2025-11-01 00:00:00
67235,2025-11-01 00:00:00
67235,2025-12-01 00:00:00
67293,2025-11-01 00:00:00
67327,2025-11-01 00:00:00
67389,2025-11-01 00:00:00
67510,2025-06-01 00:00:00
67553,2025-11-01 00:00:00
67557,2025-11-01 00:00:00
67562,2025-11-01 00:00:00
67578,2026-01-01 00:00:00
67637,2026-01-01 00:00:00
67639,2025-11-01 00:00:00
67649,2025-05-01 00:00:00
67649,2025-05-01 00:00:00
67699,2025-11-01 00:00:00
67728,2025-11-01 00:00:00
67739,2025-11-01 00:00:00
67753,2025-04-01 00:00:00
67753,2026-01-01 00:00:00
67756,2025-11-01 00:00:00
67758,2025-11-01 00:00:00
67758,2025-12-01 00:00:00
67765,2025-11-01 00:00:00
67831,2025-11-01 00:00:00
67831,2026-01-01 00:00:00
67831,2026-01-29 00:00:00
67880,2025-11-01 00:00:00
67914,2025-11-01 00:00:00
67933,2025-11-01 00:00:00
67975,2025-11-01 00:00:00
67998,2025-11-01 00:00:00
67998,2025-12-01 00:00:00
67998,2026-01-01 00:00:00
67999,2025-11-01 00:00:00
68000,2025-11-01 00:00:00
68000,2025-12-01 00:00:00
68000,2026-01-01 00:00:00
68002,2025-12-01 00:00:00
68002,2026-01-01 00:00:00
68138,2025-11-01 00:00:00
68170,2025-11-01 00:00:00
68275,2026-01-01 00:00:00
68295,2025-11-01 00:00:00
68332,2025-05-01 00:00:00
68332,2026-01-01 00:00:00
68350,2026-01-01 00:00:00
68408,2025-05-01 00:00:00
68542,2025-11-01 00:00:00
68550,2025-11-01 00:00:00
68553,2025-11-01 00:00:00
68553,2026-01-01 00:00:00
68631,2025-11-01 00:00:00
68672,2025-11-01 00:00:00
68682,2026-01-01 00:00:00
68716,2025-11-01 00:00:00
68756,2025-11-01 00:00:00
68828,2025-11-01 00:00:00
68852,2025-11-01 00:00:00
68893,2025-11-01 00:00:00
68899,2025-11-01 00:00:00
68902,2025-11-01 00:00:00
68910,2025-11-01 00:00:00
69070,2025-11-01 00:00:00
69106,2025-10-01 00:00:00
69179,2025-11-01 00:00:00
69190,2025-06-01 00:00:00
69195,2025-11-01 00:00:00
69195,2025-11-01 00:00:00
69197,2025-11-01 00:00:00
69224,2025-05-01 00:00:00
69251,2026-01-01 00:00:00
69262,2025-10-01 00:00:00
69262,2026-01-01 00:00:00
69321,2025-10-01 00:00:00
69321,2025-10-14 00:00:00
69326,2025-05-01 00:00:00
69327,2025-05-01 00:00:00
69342,2025-10-03 00:00:00
69347,2025-11-01 00:00:00
69357,2025-11-01 00:00:00
69364,2025-11-01 00:00:00
69383,2025-10-01 00:00:00
69383,2025-11-01 00:00:00
69383,2025-11-01 00:00:00
69416,2026-01-01 00:00:00
69508,2025-10-01 00:00:00
69526,2025-11-01 00:00:00
69541,2025-11-01 00:00:00
69548,2026-01-01 00:00:00
69557,2025-10-01 00:00:00
69557,2026-01-01 00:00:00
69566,2025-11-01 00:00:00
69566,2025-11-01 00:00:00
69640,2025-08-01 00:00:00
69640,2025-08-01 00:00:00
69646,2025-11-01 00:00:00
69646,2025-12-01 00:00:00
69677,2025-11-01 00:00:00
69677,2025-12-01 00:00:00
69680,2025-11-01 00:00:00
69687,2025-10-01 00:00:00
69697,2025-11-01 00:00:00
69722,2025-11-01 00:00:00
69722,2026-01-01 00:00:00
69726,2025-11-01 00:00:00
69726,2026-01-01 00:00:00
69763,2025-11-01 00:00:00
69799,2025-11-01 00:00:00
69799,2025-12-01 00:00:00
69867,2025-10-01 00:00:00
69888,2026-01-01 00:00:00
69980,2025-11-01 00:00:00
69980,2025-12-01 00:00:00
70023,2025-11-01 00:00:00
70027,2025-11-01 00:00:00
70048,2026-01-01 00:00:00
70059,2026-01-01 00:00:00
70117,2025-11-01 00:00:00
70210,2025-11-01 00:00:00
70304,2025-11-01 00:00:00
70304,2025-12-01 00:00:00
70324,2025-11-01 00:00:00
70337,2025-11-01 00:00:00
70391,2025-11-01 00:00:00
70391,2026-01-01 00:00:00
70427,2025-05-01 00:00:00
70429,2025-11-01 00:00:00
70437,2025-11-01 00:00:00
70437,2026-01-01 00:00:00
70467,2025-09-01 00:00:00
70504,2026-01-01 00:00:00
70518,2025-05-01 00:00:00
70522,2025-04-01 00:00:00
70563,2025-11-01 00:00:00
70567,2026-01-01 00:00:00
70584,2025-11-01 00:00:00
70584,2025-11-01 00:00:00
70584,2026-01-01 00:00:00
70600,2025-04-01 00:00:00
70654,2026-01-01 00:00:00
70655,2025-11-01 00:00:00
70660,2025-09-01 00:00:00
70683,2025-11-01 00:00:00
70690,2026-01-01 00:00:00
70698,2026-01-01 00:00:00
70701,2025-11-01 00:00:00
70702,2025-05-01 00:00:00
70702,2026-01-01 00:00:00
70706,2026-01-01 00:00:00
70730,2025-11-01 00:00:00
70730,2025-11-01 00:00:00
70732,2025-11-01 00:00:00
70765,2025-11-01 00:00:00
70785,2025-11-01 00:00:00
70800,2025-05-01 00:00:00
70800,2025-09-01 00:00:00
70803,2025-06-01 00:00:00
70803,2025-11-01 00:00:00
70829,2025-11-01 00:00:00
70851,2025-05-01 00:00:00
70851,2025-06-01 00:00:00
70868,2025-11-01 00:00:00
70868,2025-11-13 00:00:00
70876,2025-05-01 00:00:00
70876,2025-06-01 00:00:00
70880,2025-11-01 00:00:00
70998,2025-11-01 00:00:00
70998,2026-01-01 00:00:00
70998,2026-01-01 00:00:00
71049,2025-11-01 00:00:00
71061,2026-01-01 00:00:00
71155,2025-11-01 00:00:00
71179,2025-11-01 00:00:00
71183,2025-11-01 00:00:00
71271,2025-05-01 00:00:00
71271,2025-06-01 00:00:00
71271,2025-11-01 00:00:00
71271,2026-01-01 00:00:00
71306,2025-11-01 00:00:00
71358,2025-11-01 00:00:00
71358,2026-01-01 00:00:00
71399,2025-11-01 00:00:00
71408,2025-11-01 00:00:00
71408,2025-11-01 00:00:00
71413,2025-09-01 00:00:00
71415,2025-11-01 00:00:00
71417,2025-11-01 00:00:00
71494,2025-10-01 00:00:00
71512,2025-11-01 00:00:00
71512,2026-01-01 00:00:00
71555,2025-05-01 00:00:00
71567,2025-11-01 00:00:00
71587,2025-11-01 00:00:00
71604,2026-01-01 00:00:00
71629,2025-10-01 00:00:00
71629,2025-11-01 00:00:00
71661,2025-11-01 00:00:00
71699,2025-10-03 00:00:00
71701,2025-11-01 00:00:00
71722,2025-11-01 00:00:00
71776,2025-11-01 00:00:00
71798,2025-11-01 00:00:00
71798,2025-11-01 00:00:00
71947,2025-11-01 00:00:00
71971,2025-11-01 00:00:00
71991,2025-11-01 00:00:00
71994,2025-11-01 00:00:00
71994,2026-01-01 00:00:00
72004,2025-11-01 00:00:00
72033,2026-01-01 00:00:00
72036,2026-01-01 00:00:00
72042,2026-01-01 00:00:00
72065,2025-11-01 00:00:00
72065,2025-11-01 00:00:00
72075,2026-01-01 00:00:00
72102,2025-11-01 00:00:00
72103,2025-11-01 00:00:00
72129,2025-11-01 00:00:00
72153,2025-08-01 00:00:00
72237,2025-07-01 00:00:00
72272,2025-08-01 00:00:00
72335,2025-11-01 00:00:00
72335,2026-01-01 00:00:00
72375,2026-01-01 00:00:00
72377,2026-01-01 00:00:00
72408,2026-01-01 00:00:00
72464,2026-01-01 00:00:00
72482,2026-01-01 00:00:00
72484,2025-11-01 00:00:00
72484,2026-01-01 00:00:00
72488,2026-01-01 00:00:00
72494,2026-01-01 00:00:00
72501,2025-05-01 00:00:00
72507,2025-11-01 00:00:00
72507,2026-01-01 00:00:00
72547,2025-10-01 00:00:00
72646,2026-01-01 00:00:00
72686,2026-01-01 00:00:00
72693,2025-11-01 00:00:00
72694,2026-01-01 00:00:00
72711,2025-11-01 00:00:00
72711,2026-01-01 00:00:00
72735,2025-11-01 00:00:00
72735,2026-01-01 00:00:00
72759,2025-11-01 00:00:00
72759,2026-01-01 00:00:00
72771,2025-04-01 00:00:00
72950,2025-08-01 00:00:00
72959,2025-11-01 00:00:00
72964,2025-07-01 00:00:00
72969,2025-11-01 00:00:00
72970,2025-10-03 00:00:00
72981,2025-11-01 00:00:00
73036,2025-11-01 00:00:00
73047,2025-04-01 00:00:00
73047,2025-09-01 00:00:00
73059,2025-11-01 00:00:00
73064,2026-01-01 00:00:00
73068,2025-11-01 00:00:00
73084,2026-01-01 00:00:00
73086,2025-11-01 00:00:00
73098,2025-11-01 00:00:00
73134,2025-05-01 00:00:00
73140,2026-01-01 00:00:00
73154,2025-05-01 00:00:00
73163,2026-01-01 00:00:00
73195,2025-05-01 00:00:00
73197,2025-11-01 00:00:00
73197,2025-11-01 00:00:00
73223,2025-11-01 00:00:00
73251,2025-11-01 00:00:00
73272,2026-01-01 00:00:00
73284,2025-04-01 00:00:00
73310,2025-11-01 00:00:00
73312,2025-04-01 00:00:00
73318,2026-01-01 00:00:00
73350,2026-01-01 00:00:00
73378,2025-11-01 00:00:00
73450,2025-06-01 00:00:00
73450,2025-09-01 00:00:00
73450,2025-09-18 00:00:00
73480,2025-11-01 00:00:00
73482,2025-12-01 00:00:00
73486,2025-11-01 00:00:00
73507,2025-11-01 00:00:00
73507,2026-01-01 00:00:00
73511,2025-11-01 00:00:00
73514,2025-11-01 00:00:00
73520,2025-11-01 00:00:00
73564,2025-11-01 00:00:00
73564,2025-12-01 00:00:00
73582,2025-11-01 00:00:00
73686,2026-01-01 00:00:00
73707,2025-11-01 00:00:00
73707,2025-12-01 00:00:00
73707,2026-01-01 00:00:00
73753,2025-05-01 00:00:00
73791,2026-01-01 00:00:00
73791,2026-01-15 00:00:00
73834,2026-01-01 00:00:00
73837,2025-11-01 00:00:00
73900,2025-05-01 00:00:00
73900,2025-05-01 00:00:00
73925,2025-11-01 00:00:00
73925,2025-12-01 00:00:00
73949,2025-11-01 00:00:00
74016,2025-04-01 00:00:00
74016,2025-08-01 00:00:00
74052,2026-01-01 00:00:00
74060,2026-01-01 00:00:00
74162,2025-11-01 00:00:00
74162,2025-11-01 00:00:00
74165,2025-11-01 00:00:00
74165,2025-11-01 00:00:00
74232,2025-11-01 00:00:00
74295,2025-11-01 00:00:00
74319,2025-11-01 00:00:00
74330,2025-11-01 00:00:00
74356,2025-11-01 00:00:00
74356,2026-01-01 00:00:00
74361,2025-11-01 00:00:00
74361,2026-01-01 00:00:00
74366,2025-11-01 00:00:00
74371,2025-11-01 00:00:00
74375,2025-11-01 00:00:00
74378,2025-04-01 00:00:00
74378,2025-09-01 00:00:00
74378,2025-10-01 00:00:00
74408,2025-04-01 00:00:00
74408,2025-09-01 00:00:00
74408,2025-09-18 00:00:00
74450,2025-11-01 00:00:00
74472,2025-11-01 00:00:00
74478,2025-09-01 00:00:00
74520,2025-06-01 00:00:00
74533,2025-11-01 00:00:00
74548,2025-10-01 00:00:00
74584,2025-08-01 00:00:00
74586,2025-11-01 00:00:00
74588,2025-11-01 00:00:00
74591,2026-01-01 00:00:00
74625,2025-04-01 00:00:00
74625,2025-05-01 00:00:00
74625,2025-10-01 00:00:00
74625,2025-10-14 00:00:00
74625,2026-01-01 00:00:00
74639,2025-04-01 00:00:00
74639,2025-05-01 00:00:00
74673,2025-11-01 00:00:00
74676,2025-10-01 00:00:00
74691,2025-11-01 00:00:00
74702,2025-04-01 00:00:00
74702,2025-05-01 00:00:00
74705,2025-11-01 00:00:00
74747,2026-01-01 00:00:00
74748,2025-11-01 00:00:00
74767,2025-11-01 00:00:00
74805,2026-01-01 00:00:00
74840,2026-01-01 00:00:00
74843,2026-01-01 00:00:00
74865,2025-11-01 00:00:00
74891,2025-04-01 00:00:00
74891,2025-05-01 00:00:00
74897,2025-11-01 00:00:00
74997,2026-01-01 00:00:00
75021,2025-08-01 00:00:00
75021,2025-11-01 00:00:00
75123,2025-11-01 00:00:00
75174,2025-11-01 00:00:00
75209,2026-01-01 00:00:00
75218,2025-11-01 00:00:00
75218,2026-01-01 00:00:00
75247,2025-11-01 00:00:00
75248,2026-01-01 00:00:00
75254,2026-01-01 00:00:00
75276,2026-01-01 00:00:00
75295,2026-01-01 00:00:00
75319,2025-11-01 00:00:00
75335,2026-01-01 00:00:00
75337,2025-11-01 00:00:00
75337,2025-11-01 00:00:00
75348,2025-11-01 00:00:00
75353,2025-08-01 00:00:00
75353,2025-08-12 00:00:00
75361,2026-01-01 00:00:00
75362,2025-08-01 00:00:00
75363,2025-11-01 00:00:00
75379,2026-01-01 00:00:00
75422,2025-11-01 00:00:00
75422,2026-01-01 00:00:00
75437,2025-08-01 00:00:00
75437,2025-11-01 00:00:00
75458,2025-11-01 00:00:00
75521,2025-11-01 00:00:00
75580,2025-11-01 00:00:00
75590,2025-11-01 00:00:00
75625,2025-11-01 00:00:00
75637,2025-08-01 00:00:00
75671,2025-11-01 00:00:00
75671,2026-01-01 00:00:00
75686,2026-01-01 00:00:00
75707,2025-11-01 00:00:00
75707,2026-01-01 00:00:00
75765,2025-08-01 00:00:00
75779,2025-11-01 00:00:00
75787,2025-11-01 00:00:00
75787,2026-01-01 00:00:00
75809,2025-11-01 00:00:00
75848,2025-11-01 00:00:00
75863,2025-11-01 00:00:00
75863,2026-01-01 00:00:00
75867,2025-11-01 00:00:00
75867,2026-01-01 00:00:00
75933,2025-11-01 00:00:00
75936,2025-11-01 00:00:00
75960,2025-10-01 00:00:00
75967,2025-11-01 00:00:00
76025,2025-11-01 00:00:00
76025,2026-01-01 00:00:00
76039,2025-10-01 00:00:00
76039,2025-11-01 00:00:00
76039,2025-11-01 00:00:00
76039,2026-01-01 00:00:00
76063,2026-01-01 00:00:00
76070,2026-01-01 00:00:00
76082,2026-01-01 00:00:00
76097,2025-11-01 00:00:00
76116,2025-11-01 00:00:00
76120,2026-01-01 00:00:00
76146,2025-11-01 00:00:00
76150,2025-10-01 00:00:00
76160,2025-11-01 00:00:00
76199,2025-04-01 00:00:00
76248,2025-04-01 00:00:00
76248,2025-11-01 00:00:00
76299,2025-11-01 00:00:00
76323,2025-06-01 00:00:00
76323,2025-11-01 00:00:00
76370,2025-11-01 00:00:00
76418,2025-11-01 00:00:00
76492,2025-11-01 00:00:00
76492,2026-01-01 00:00:00
76515,2025-11-01 00:00:00
76517,2026-01-01 00:00:00
76553,2025-08-01 00:00:00
76553,2026-01-01 00:00:00
76591,2025-11-01 00:00:00
76622,2025-11-01 00:00:00
76677,2025-11-01 00:00:00
76693,2025-11-01 00:00:00
76729,2025-10-01 00:00:00
76729,2025-10-14 00:00:00
76784,2026-01-01 00:00:00
76799,2025-12-29 00:00:00
76799,2025-12-29 00:00:00
77158,2025-11-01 00:00:00
77158,2025-11-01 00:00:00
77158,2026-01-01 00:00:00
77199,2026-01-01 00:00:00
77216,2025-11-01 00:00:00
77220,2025-06-01 00:00:00
77220,2025-06-17 00:00:00
77263,2025-10-01 00:00:00
77266,2026-01-01 00:00:00
77287,2025-10-01 00:00:00
77302,2025-11-01 00:00:00
77310,2025-08-01 00:00:00
77310,2026-01-01 00:00:00
77316,2025-11-01 00:00:00
77318,2026-01-01 00:00:00
77343,2025-06-01 00:00:00
77351,2025-11-01 00:00:00
77369,2026-01-01 00:00:00
77379,2025-11-01 00:00:00
77404,2025-11-01 00:00:00
77424,2025-10-01 00:00:00
77434,2025-11-01 00:00:00
77461,2025-11-01 00:00:00
77580,2025-11-01 00:00:00
77588,2025-11-01 00:00:00
77649,2025-11-01 00:00:00
77649,2026-01-01 00:00:00
77657,2026-01-01 00:00:00
77686,2025-11-01 00:00:00
77746,2025-12-01 00:00:00
77760,2025-11-01 00:00:00
77787,2025-11-01 00:00:00
77989,2026-01-01 00:00:00
78005,2025-11-01 00:00:00
78009,2025-10-01 00:00:00
78009,2025-11-01 00:00:00
78009,2025-11-01 00:00:00
78022,2025-11-01 00:00:00
78044,2025-10-01 00:00:00
78071,2025-11-01 00:00:00
78105,2025-11-01 00:00:00
78155,2025-11-01 00:00:00
78322,2025-11-01 00:00:00
78517,2025-11-01 00:00:00
78521,2025-11-01 00:00:00
78554,2025-11-01 00:00:00
78554,2026-01-01 00:00:00
78554,2026-01-01 00:00:00
78561,2025-11-01 00:00:00
78599,2025-11-01 00:00:00
78686,2025-11-01 00:00:00
78699,2025-11-01 00:00:00
78738,2025-11-01 00:00:00
78793,2025-11-01 00:00:00
78896,2025-11-01 00:00:00
78983,2025-11-01 00:00:00
78984,2025-11-01 00:00:00
78989,2025-11-01 00:00:00
79029,2025-11-01 00:00:00
79038,2026-01-01 00:00:00
79113,2025-11-01 00:00:00
79172,2026-01-01 00:00:00
79172,2026-01-15 00:00:00
79258,2025-11-01 00:00:00
79271,2025-11-01 00:00:00
79354,2025-11-01 00:00:00
79474,2025-11-01 00:00:00
79474,2025-12-01 00:00:00
79493,2026-01-01 00:00:00
79522,2026-01-01 00:00:00
79536,2026-01-01 00:00:00
79567,2026-01-01 00:00:00
79603,2025-11-01 00:00:00
79606,2025-11-01 00:00:00
79609,2025-11-01 00:00:00
79611,2025-11-01 00:00:00
79615,2026-01-01 00:00:00
79684,2025-11-01 00:00:00
79684,2025-12-01 00:00:00
79695,2025-11-01 00:00:00
79695,2025-12-01 00:00:00
79728,2025-11-01 00:00:00
79800,2025-11-01 00:00:00
79802,2025-11-01 00:00:00
79834,2025-04-01 00:00:00
79844,2025-11-01 00:00:00
79849,2025-11-01 00:00:00
79921,2026-01-01 00:00:00
79940,2026-01-01 00:00:00
79940,2026-01-15 00:00:00
79976,2025-11-01 00:00:00
79993,2025-11-01 00:00:00
80016,2026-01-01 00:00:00
80033,2025-11-01 00:00:00
80033,2026-01-01 00:00:00
80045,2026-01-01 00:00:00
80069,2025-11-01 00:00:00
80098,2025-11-01 00:00:00
80101,2026-01-01 00:00:00
80121,2025-11-01 00:00:00
80136,2026-01-01 00:00:00
80158,2025-04-01 00:00:00
80165,2025-11-01 00:00:00
80188,2025-11-01 00:00:00
80276,2025-10-01 00:00:00
80276,2026-01-01 00:00:00
80379,2025-11-01 00:00:00
80381,2025-10-01 00:00:00
80400,2025-11-01 00:00:00
80402,2025-11-01 00:00:00
80410,2025-11-01 00:00:00
80574,2025-11-01 00:00:00
80620,2025-11-01 00:00:00
80638,2025-11-01 00:00:00
80683,2025-11-01 00:00:00
80683,2025-11-01 00:00:00
80730,2026-01-01 00:00:00
80743,2025-11-01 00:00:00
80794,2026-01-01 00:00:00
80884,2026-01-01 00:00:00
80937,2026-01-01 00:00:00
80959,2025-04-01 00:00:00
80977,2026-01-01 00:00:00
80982,2025-11-01 00:00:00
80990,2026-01-01 00:00:00
81004,2025-04-01 00:00:00
81005,2025-11-01 00:00:00
81017,2025-11-01 00:00:00
81035,2025-11-01 00:00:00
81035,2025-11-01 00:00:00
81073,2025-11-01 00:00:00
81085,2025-08-01 00:00:00
81085,2025-12-01 00:00:00
81085,2025-12-08 00:00:00
81115,2026-01-01 00:00:00
81116,2026-01-01 00:00:00
81133,2026-01-01 00:00:00
81160,2026-01-01 00:00:00
81184,2025-08-01 00:00:00
81257,2025-11-01 00:00:00
81257,2026-01-01 00:00:00
81314,2025-11-01 00:00:00
81321,2025-10-01 00:00:00
81321,2025-11-01 00:00:00
81456,2025-11-01 00:00:00
81471,2026-01-01 00:00:00
81471,2026-01-15 00:00:00
81498,2025-11-01 00:00:00
81498,2026-01-01 00:00:00
81499,2026-01-01 00:00:00
81504,2025-11-01 00:00:00
81505,2025-11-01 00:00:00
81530,2025-04-01 00:00:00
81530,2025-11-01 00:00:00
81530,2026-01-01 00:00:00
81622,2025-11-01 00:00:00
81632,2025-11-01 00:00:00
81650,2025-04-01 00:00:00
81650,2025-11-01 00:00:00
81669,2026-01-01 00:00:00
81670,2025-11-01 00:00:00
81670,2026-01-01 00:00:00
81670,2026-01-01 00:00:00
81678,2026-01-01 00:00:00
81700,2025-11-01 00:00:00
81700,2026-01-01 00:00:00
81700,2026-01-01 00:00:00
81716,2025-11-01 00:00:00
81725,2025-11-01 00:00:00
81725,2026-01-01 00:00:00
81764,2025-11-01 00:00:00
81776,2026-01-01 00:00:00
81785,2025-11-01 00:00:00
81790,2025-05-01 00:00:00
81793,2025-11-01 00:00:00
81797,2025-09-01 00:00:00
81830,2025-10-01 00:00:00
81838,2025-09-01 00:00:00
81872,2025-11-01 00:00:00
81936,2025-11-01 00:00:00
81936,2026-01-01 00:00:00
82007,2025-11-01 00:00:00
82015,2025-05-01 00:00:00
82024,2025-11-01 00:00:00
82028,2025-06-01 00:00:00
82028,2025-06-17 00:00:00
82045,2025-11-01 00:00:00
82051,2025-11-01 00:00:00
82056,2025-10-02 00:00:00
82165,2025-08-01 00:00:00
82165,2025-11-01 00:00:00
82276,2025-08-01 00:00:00
82287,2025-08-01 00:00:00
82344,2025-11-01 00:00:00
82391,2025-08-01 00:00:00
82391,2025-12-01 00:00:00
82410,2025-11-01 00:00:00
82599,2025-11-01 00:00:00
82603,2025-08-01 00:00:00
82608,2025-11-01 00:00:00
82652,2025-11-01 00:00:00
82665,2025-08-01 00:00:00
82669,2025-11-01 00:00:00
82731,2025-11-01 00:00:00
82733,2025-08-01 00:00:00
82739,2025-11-01 00:00:00
82747,2025-08-01 00:00:00
82748,2025-08-01 00:00:00
82765,2025-11-01 00:00:00
82765,2026-01-01 00:00:00
82794,2025-11-01 00:00:00
82794,2026-01-01 00:00:00
82818,2026-01-01 00:00:00
82819,2025-11-01 00:00:00
82819,2026-01-01 00:00:00
82837,2025-11-01 00:00:00
82874,2025-11-01 00:00:00
82882,2025-11-01 00:00:00
82947,2025-11-01 00:00:00
82958,2025-11-01 00:00:00
82971,2025-11-01 00:00:00
82979,2025-11-01 00:00:00
82982,2025-11-01 00:00:00
82990,2025-11-01 00:00:00
83015,2025-11-01 00:00:00
83021,2025-11-01 00:00:00
83033,2025-11-01 00:00:00
83121,2025-10-01 00:00:00
83121,2025-11-01 00:00:00
83140,2025-11-01 00:00:00
83148,2025-11-01 00:00:00
83148,2026-01-01 00:00:00
83189,2025-11-01 00:00:00
83189,2025-12-01 00:00:00
83294,2025-11-01 00:00:00
83301,2025-11-01 00:00:00
83465,2025-11-01 00:00:00
83498,2026-01-01 00:00:00
83503,2025-11-01 00:00:00
83509,2025-11-01 00:00:00
83513,2025-11-01 00:00:00
83518,2025-11-01 00:00:00
83600,2025-11-01 00:00:00
83627,2025-11-01 00:00:00
83648,2025-11-01 00:00:00
83658,2025-11-01 00:00:00
83663,2025-08-01 00:00:00
83679,2025-08-01 00:00:00
83679,2025-11-01 00:00:00
83679,2025-12-01 00:00:00
83679,2026-01-01 00:00:00
83682,2025-11-01 00:00:00
83724,2025-11-01 00:00:00
83912,2025-11-01 00:00:00
83912,2026-01-01 00:00:00
83917,2026-01-01 00:00:00
83948,2025-11-01 00:00:00
83958,2025-11-01 00:00:00
84009,2026-01-01 00:00:00
84040,2026-01-01 00:00:00
84057,2025-11-01 00:00:00
84066,2026-01-01 00:00:00
84127,2025-11-01 00:00:00
84237,2025-11-01 00:00:00
84237,2026-01-01 00:00:00
84237,2026-01-01 00:00:00
84237,2026-01-01 00:00:00
84292,2025-11-01 00:00:00
84293,2025-11-01 00:00:00
84294,2025-11-01 00:00:00
84295,2025-11-01 00:00:00
84507,2025-11-01 00:00:00
84507,2025-12-01 00:00:00
84990,2025-11-01 00:00:00
85038,2025-11-01 00:00:00
85044,2025-11-01 00:00:00
85051,2025-11-01 00:00:00
85051,2026-01-01 00:00:00
85079,2025-11-01 00:00:00
85441,2026-01-01 00:00:00
85442,2026-01-01 00:00:00
85444,2025-08-01 00:00:00
85444,2025-11-01 00:00:00
85444,2025-12-01 00:00:00
85444,2026-01-01 00:00:00
85448,2026-01-01 00:00:00
85450,2026-01-01 00:00:00
85828,2025-11-01 00:00:00
85841,2026-01-01 00:00:00
85876,2025-11-01 00:00:00
85899,2025-11-01 00:00:00
85899,2025-11-01 00:00:00
85899,2026-01-01 00:00:00
85932,2025-05-01 00:00:00
85932,2025-08-01 00:00:00
85942,2025-11-01 00:00:00
85962,2025-11-01 00:00:00
85982,2026-01-01 00:00:00
85987,2026-01-01 00:00:00
85989,2025-11-01 00:00:00
85989,2026-01-01 00:00:00
86060,2025-11-01 00:00:00
86097,2025-10-01 00:00:00
86097,2025-10-14 00:00:00
86102,2025-11-01 00:00:00
86139,2025-11-01 00:00:00
86207,2025-11-01 00:00:00
86260,2025-11-01 00:00:00
86262,2025-08-01 00:00:00
86297,2025-11-01 00:00:00
86326,2026-01-01 00:00:00
86382,2026-01-01 00:00:00
86486,2026-01-01 00:00:00
86490,2026-01-01 00:00:00
86493,2025-11-01 00:00:00
86578,2025-11-01 00:00:00
86584,2025-11-01 00:00:00
86597,2025-04-01 00:00:00
86597,2026-01-01 00:00:00
86607,2025-04-01 00:00:00
86607,2026-01-01 00:00:00
86610,2025-04-01 00:00:00
86645,2025-11-01 00:00:00
86650,2026-01-01 00:00:00
86666,2025-11-01 00:00:00
86667,2025-11-01 00:00:00
86691,2025-11-01 00:00:00
86692,2025-11-01 00:00:00
86699,2025-04-01 00:00:00
86753,2025-04-01 00:00:00
86761,2025-11-01 00:00:00
86794,2025-11-01 00:00:00
86794,2026-01-01 00:00:00
86794,2026-01-01 00:00:00
86827,2025-04-01 00:00:00
86827,2025-11-01 00:00:00
86877,2025-11-01 00:00:00
86904,2025-11-01 00:00:00
86904,2026-01-01 00:00:00
86914,2026-01-01 00:00:00
86918,2025-11-01 00:00:00
87025,2025-11-01 00:00:00
